case_id	category	monomer_length_bp	k	n_copies	divergence	mutation_rate	indel_rate	at_copy	event_type	gc_content	insertion_kind	insertion_length_bp	length_copies	second_k	second_monomer_bp	shift_offset_bp	slot	source_slots	start_copy	wobble_amplitude	wobble_period_rows
sh_L0171_k06_n0100_off+0150	hor_shift	171	6	200	0.15	0.02	0.0									150					
sh_L0171_k06_n0100_off+0200	hor_shift	171	6	200	0.15	0.02	0.0									200					
sh_L0171_k06_n0100_off+0300	hor_shift	171	6	200	0.15	0.02	0.0									300					
sh_L0171_k06_n0200_off-0050	hor_shift	171	6	400	0.15	0.02	0.0									-50					
sh_L0171_k06_n0200_off-0025	hor_shift	171	6	400	0.15	0.02	0.0									-25					
sh_L0171_k06_n0200_off-0010	hor_shift	171	6	400	0.15	0.02	0.0									-10					
sh_L0171_k06_n0200_off+0010	hor_shift	171	6	400	0.15	0.02	0.0									10					
sh_L0171_k06_n0200_off+0025	hor_shift	171	6	400	0.15	0.02	0.0									25					
sh_L0171_k06_n0200_off+0050	hor_shift	171	6	400	0.15	0.02	0.0									50					
sh_L0171_k06_n0200_off+0100	hor_shift	171	6	400	0.15	0.02	0.0									100					
sh_L0171_k06_n0200_off+0150	hor_shift	171	6	400	0.15	0.02	0.0									150					
sh_L0171_k06_n0200_off+0200	hor_shift	171	6	400	0.15	0.02	0.0									200					
sh_L0171_k06_n0200_off+0300	hor_shift	171	6	400	0.15	0.02	0.0									300					
sh_L0171_k06_n0500_off-0050	hor_shift	171	6	1000	0.15	0.02	0.0									-50					
sh_L0171_k06_n0500_off-0025	hor_shift	171	6	1000	0.15	0.02	0.0									-25					
sh_L0171_k06_n0500_off-0010	hor_shift	171	6	1000	0.15	0.02	0.0									-10					
sh_L0171_k06_n0500_off+0010	hor_shift	171	6	1000	0.15	0.02	0.0									10					
sh_L0171_k06_n0500_off+0025	hor_shift	171	6	1000	0.15	0.02	0.0									25					
sh_L0171_k06_n0500_off+0050	hor_shift	171	6	1000	0.15	0.02	0.0									50					
sh_L0171_k06_n0500_off+0100	hor_shift	171	6	1000	0.15	0.02	0.0									100					
sh_L0171_k06_n0500_off+0150	hor_shift	171	6	1000	0.15	0.02	0.0									150					
sh_L0171_k06_n0500_off+0200	hor_shift	171	6	1000	0.15	0.02	0.0									200					
sh_L0171_k06_n0500_off+0300	hor_shift	171	6	1000	0.15	0.02	0.0									300					
sh_L0171_k12_n0025_off-0050	hor_shift	171	12	50	0.15	0.02	0.0									-50					
sh_L0171_k12_n0025_off-0025	hor_shift	171	12	50	0.15	0.02	0.0									-25					
sh_L0171_k12_n0025_off-0010	hor_shift	171	12	50	0.15	0.02	0.0									-10					
sh_L0171_k12_n0025_off+0010	hor_shift	171	12	50	0.15	0.02	0.0									10					
sh_L0171_k12_n0025_off+0025	hor_shift	171	12	50	0.15	0.02	0.0									25					
sh_L0171_k12_n0025_off+0050	hor_shift	171	12	50	0.15	0.02	0.0									50					
sh_L0171_k12_n0025_off+0100	hor_shift	171	12	50	0.15	0.02	0.0									100					
sh_L0171_k12_n0025_off+0150	hor_shift	171	12	50	0.15	0.02	0.0									150					
sh_L0171_k12_n0025_off+0200	hor_shift	171	12	50	0.15	0.02	0.0									200					
sh_L0171_k12_n0025_off+0300	hor_shift	171	12	50	0.15	0.02	0.0									300					
sh_L0171_k12_n0050_off-0050	hor_shift	171	12	100	0.15	0.02	0.0									-50					
sh_L0171_k12_n0050_off-0025	hor_shift	171	12	100	0.15	0.02	0.0									-25					
sh_L0171_k12_n0050_off-0010	hor_shift	171	12	100	0.15	0.02	0.0									-10					
sh_L0171_k12_n0050_off+0010	hor_shift	171	12	100	0.15	0.02	0.0									10					
sh_L0171_k12_n0050_off+0025	hor_shift	171	12	100	0.15	0.02	0.0									25					
sh_L0171_k12_n0050_off+0050	hor_shift	171	12	100	0.15	0.02	0.0									50					
sh_L0171_k12_n0050_off+0100	hor_shift	171	12	100	0.15	0.02	0.0									100					
sh_L0171_k12_n0050_off+0150	hor_shift	171	12	100	0.15	0.02	0.0									150					
sh_L0171_k12_n0050_off+0200	hor_shift	171	12	100	0.15	0.02	0.0									200					
sh_L0171_k12_n0050_off+0300	hor_shift	171	12	100	0.15	0.02	0.0									300					
sh_L0171_k12_n0100_off-0050	hor_shift	171	12	200	0.15	0.02	0.0									-50					
sh_L0171_k12_n0100_off-0025	hor_shift	171	12	200	0.15	0.02	0.0									-25					
sh_L0171_k12_n0100_off-0010	hor_shift	171	12	200	0.15	0.02	0.0									-10					
sh_L0171_k12_n0100_off+0010	hor_shift	171	12	200	0.15	0.02	0.0									10					
sh_L0171_k12_n0100_off+0025	hor_shift	171	12	200	0.15	0.02	0.0									25					
sh_L0171_k12_n0100_off+0050	hor_shift	171	12	200	0.15	0.02	0.0									50					
sh_L0171_k12_n0100_off+0100	hor_shift	171	12	200	0.15	0.02	0.0									100					
sh_L0171_k12_n0100_off+0150	hor_shift	171	12	200	0.15	0.02	0.0									150					
sh_L0171_k12_n0100_off+0200	hor_shift	171	12	200	0.15	0.02	0.0									200					
sh_L0171_k12_n0100_off+0300	hor_shift	171	12	200	0.15	0.02	0.0									300					
sh_L0171_k12_n0200_off-0050	hor_shift	171	12	400	0.15	0.02	0.0									-50					
sh_L0171_k12_n0200_off-0025	hor_shift	171	12	400	0.15	0.02	0.0									-25					
sh_L0171_k12_n0200_off-0010	hor_shift	171	12	400	0.15	0.02	0.0									-10					
sh_L0171_k12_n0200_off+0010	hor_shift	171	12	400	0.15	0.02	0.0									10					
sh_L0171_k12_n0200_off+0025	hor_shift	171	12	400	0.15	0.02	0.0									25					
sh_L0171_k12_n0200_off+0050	hor_shift	171	12	400	0.15	0.02	0.0									50					
sh_L0171_k12_n0200_off+0100	hor_shift	171	12	400	0.15	0.02	0.0									100					
sh_L0171_k12_n0200_off+0150	hor_shift	171	12	400	0.15	0.02	0.0									150					
sh_L0171_k12_n0200_off+0200	hor_shift	171	12	400	0.15	0.02	0.0									200					
sh_L0171_k12_n0200_off+0300	hor_shift	171	12	400	0.15	0.02	0.0									300					
sh_L0171_k12_n0500_off-0050	hor_shift	171	12	1000	0.15	0.02	0.0									-50					
sh_L0171_k12_n0500_off-0025	hor_shift	171	12	1000	0.15	0.02	0.0									-25					
sh_L0171_k12_n0500_off-0010	hor_shift	171	12	1000	0.15	0.02	0.0									-10					
sh_L0171_k12_n0500_off+0010	hor_shift	171	12	1000	0.15	0.02	0.0									10					
sh_L0171_k12_n0500_off+0025	hor_shift	171	12	1000	0.15	0.02	0.0									25					
sh_L0171_k12_n0500_off+0050	hor_shift	171	12	1000	0.15	0.02	0.0									50					
sh_L0171_k12_n0500_off+0100	hor_shift	171	12	1000	0.15	0.02	0.0									100					
sh_L0171_k12_n0500_off+0150	hor_shift	171	12	1000	0.15	0.02	0.0									150					
sh_L0171_k12_n0500_off+0200	hor_shift	171	12	1000	0.15	0.02	0.0									200					
sh_L0171_k12_n0500_off+0300	hor_shift	171	12	1000	0.15	0.02	0.0									300					
sh_L0250_k06_n0025_off-0050	hor_shift	250	6	50	0.15	0.02	0.0									-50					
sh_L0250_k06_n0025_off-0025	hor_shift	250	6	50	0.15	0.02	0.0									-25					
sh_L0250_k06_n0025_off-0010	hor_shift	250	6	50	0.15	0.02	0.0									-10					
sh_L0250_k06_n0025_off+0010	hor_shift	250	6	50	0.15	0.02	0.0									10					
sh_L0250_k06_n0025_off+0025	hor_shift	250	6	50	0.15	0.02	0.0									25					
sh_L0250_k06_n0025_off+0050	hor_shift	250	6	50	0.15	0.02	0.0									50					
sh_L0250_k06_n0025_off+0100	hor_shift	250	6	50	0.15	0.02	0.0									100					
sh_L0250_k06_n0025_off+0150	hor_shift	250	6	50	0.15	0.02	0.0									150					
sh_L0250_k06_n0025_off+0200	hor_shift	250	6	50	0.15	0.02	0.0									200					
sh_L0250_k06_n0025_off+0300	hor_shift	250	6	50	0.15	0.02	0.0									300					
sh_L0250_k06_n0050_off-0050	hor_shift	250	6	100	0.15	0.02	0.0									-50					
sh_L0250_k06_n0050_off-0025	hor_shift	250	6	100	0.15	0.02	0.0									-25					
sh_L0250_k06_n0050_off-0010	hor_shift	250	6	100	0.15	0.02	0.0									-10					
sh_L0250_k06_n0050_off+0010	hor_shift	250	6	100	0.15	0.02	0.0									10					
sh_L0250_k06_n0050_off+0025	hor_shift	250	6	100	0.15	0.02	0.0									25					
sh_L0250_k06_n0050_off+0050	hor_shift	250	6	100	0.15	0.02	0.0									50					
sh_L0250_k06_n0050_off+0100	hor_shift	250	6	100	0.15	0.02	0.0									100					
sh_L0250_k06_n0050_off+0150	hor_shift	250	6	100	0.15	0.02	0.0									150					
sh_L0250_k06_n0050_off+0200	hor_shift	250	6	100	0.15	0.02	0.0									200					
sh_L0250_k06_n0050_off+0300	hor_shift	250	6	100	0.15	0.02	0.0									300					
sh_L0250_k06_n0100_off-0050	hor_shift	250	6	200	0.15	0.02	0.0									-50					
sh_L0250_k06_n0100_off-0025	hor_shift	250	6	200	0.15	0.02	0.0									-25					
sh_L0250_k06_n0100_off-0010	hor_shift	250	6	200	0.15	0.02	0.0									-10					
sh_L0250_k06_n0100_off+0010	hor_shift	250	6	200	0.15	0.02	0.0									10					
sh_L0250_k06_n0100_off+0025	hor_shift	250	6	200	0.15	0.02	0.0									25					
sh_L0250_k06_n0100_off+0050	hor_shift	250	6	200	0.15	0.02	0.0									50					
sh_L0250_k06_n0100_off+0100	hor_shift	250	6	200	0.15	0.02	0.0									100					
sh_L0250_k06_n0100_off+0150	hor_shift	250	6	200	0.15	0.02	0.0									150					
sh_L0250_k06_n0100_off+0200	hor_shift	250	6	200	0.15	0.02	0.0									200					
sh_L0250_k06_n0100_off+0300	hor_shift	250	6	200	0.15	0.02	0.0									300					
sh_L0250_k06_n0200_off-0050	hor_shift	250	6	400	0.15	0.02	0.0									-50					
sh_L0250_k06_n0200_off-0025	hor_shift	250	6	400	0.15	0.02	0.0									-25					
sh_L0250_k06_n0200_off-0010	hor_shift	250	6	400	0.15	0.02	0.0									-10					
sh_L0250_k06_n0200_off+0010	hor_shift	250	6	400	0.15	0.02	0.0									10					
sh_L0250_k06_n0200_off+0025	hor_shift	250	6	400	0.15	0.02	0.0									25					
sh_L0250_k06_n0200_off+0050	hor_shift	250	6	400	0.15	0.02	0.0									50					
sh_L0250_k06_n0200_off+0100	hor_shift	250	6	400	0.15	0.02	0.0									100					
sh_L0250_k06_n0200_off+0150	hor_shift	250	6	400	0.15	0.02	0.0									150					
sh_L0250_k06_n0200_off+0200	hor_shift	250	6	400	0.15	0.02	0.0									200					
sh_L0250_k06_n0200_off+0300	hor_shift	250	6	400	0.15	0.02	0.0									300					
sh_L0250_k06_n0500_off-0050	hor_shift	250	6	1000	0.15	0.02	0.0									-50					
sh_L0250_k06_n0500_off-0025	hor_shift	250	6	1000	0.15	0.02	0.0									-25					
sh_L0250_k06_n0500_off-0010	hor_shift	250	6	1000	0.15	0.02	0.0									-10					
sh_L0250_k06_n0500_off+0010	hor_shift	250	6	1000	0.15	0.02	0.0									10					
sh_L0250_k06_n0500_off+0025	hor_shift	250	6	1000	0.15	0.02	0.0									25					
sh_L0250_k06_n0500_off+0050	hor_shift	250	6	1000	0.15	0.02	0.0									50					
sh_L0250_k06_n0500_off+0100	hor_shift	250	6	1000	0.15	0.02	0.0									100					
sh_L0250_k06_n0500_off+0150	hor_shift	250	6	1000	0.15	0.02	0.0									150					
sh_L0250_k06_n0500_off+0200	hor_shift	250	6	1000	0.15	0.02	0.0									200					
sh_L0250_k06_n0500_off+0300	hor_shift	250	6	1000	0.15	0.02	0.0									300					
sh_L0250_k12_n0025_off-0050	hor_shift	250	12	50	0.15	0.02	0.0									-50					
sh_L0250_k12_n0025_off-0025	hor_shift	250	12	50	0.15	0.02	0.0									-25					
sh_L0250_k12_n0025_off-0010	hor_shift	250	12	50	0.15	0.02	0.0									-10					
sh_L0250_k12_n0025_off+0010	hor_shift	250	12	50	0.15	0.02	0.0									10					
sh_L0250_k12_n0025_off+0025	hor_shift	250	12	50	0.15	0.02	0.0									25					
sh_L0250_k12_n0025_off+0050	hor_shift	250	12	50	0.15	0.02	0.0									50					
sh_L0250_k12_n0025_off+0100	hor_shift	250	12	50	0.15	0.02	0.0									100					
sh_L0250_k12_n0025_off+0150	hor_shift	250	12	50	0.15	0.02	0.0									150					
sh_L0250_k12_n0025_off+0200	hor_shift	250	12	50	0.15	0.02	0.0									200					
sh_L0250_k12_n0025_off+0300	hor_shift	250	12	50	0.15	0.02	0.0									300					
sh_L0250_k12_n0050_off-0050	hor_shift	250	12	100	0.15	0.02	0.0									-50					
sh_L0250_k12_n0050_off-0025	hor_shift	250	12	100	0.15	0.02	0.0									-25					
sh_L0250_k12_n0050_off-0010	hor_shift	250	12	100	0.15	0.02	0.0									-10					
sh_L0250_k12_n0050_off+0010	hor_shift	250	12	100	0.15	0.02	0.0									10					
sh_L0250_k12_n0050_off+0025	hor_shift	250	12	100	0.15	0.02	0.0									25					
sh_L0250_k12_n0050_off+0050	hor_shift	250	12	100	0.15	0.02	0.0									50					
sh_L0250_k12_n0050_off+0100	hor_shift	250	12	100	0.15	0.02	0.0									100					
sh_L0250_k12_n0050_off+0150	hor_shift	250	12	100	0.15	0.02	0.0									150					
sh_L0250_k12_n0050_off+0200	hor_shift	250	12	100	0.15	0.02	0.0									200					
sh_L0250_k12_n0050_off+0300	hor_shift	250	12	100	0.15	0.02	0.0									300					
sh_L0250_k12_n0100_off-0050	hor_shift	250	12	200	0.15	0.02	0.0									-50					
sh_L0250_k12_n0100_off-0025	hor_shift	250	12	200	0.15	0.02	0.0									-25					
sh_L0250_k12_n0100_off-0010	hor_shift	250	12	200	0.15	0.02	0.0									-10					
sh_L0250_k12_n0100_off+0010	hor_shift	250	12	200	0.15	0.02	0.0									10					
sh_L0250_k12_n0100_off+0025	hor_shift	250	12	200	0.15	0.02	0.0									25					
sh_L0250_k12_n0100_off+0050	hor_shift	250	12	200	0.15	0.02	0.0									50					
sh_L0250_k12_n0100_off+0100	hor_shift	250	12	200	0.15	0.02	0.0									100					
sh_L0250_k12_n0100_off+0150	hor_shift	250	12	200	0.15	0.02	0.0									150					
sh_L0250_k12_n0100_off+0200	hor_shift	250	12	200	0.15	0.02	0.0									200					
sh_L0250_k12_n0100_off+0300	hor_shift	250	12	200	0.15	0.02	0.0									300					
sh_L0250_k12_n0200_off-0050	hor_shift	250	12	400	0.15	0.02	0.0									-50					
sh_L0250_k12_n0200_off-0025	hor_shift	250	12	400	0.15	0.02	0.0									-25					
sh_L0250_k12_n0200_off-0010	hor_shift	250	12	400	0.15	0.02	0.0									-10					
sh_L0250_k12_n0200_off+0010	hor_shift	250	12	400	0.15	0.02	0.0									10					
sh_L0250_k12_n0200_off+0025	hor_shift	250	12	400	0.15	0.02	0.0									25					
sh_L0250_k12_n0200_off+0050	hor_shift	250	12	400	0.15	0.02	0.0									50					
sh_L0250_k12_n0200_off+0100	hor_shift	250	12	400	0.15	0.02	0.0									100					
sh_L0250_k12_n0200_off+0150	hor_shift	250	12	400	0.15	0.02	0.0									150					
sh_L0250_k12_n0200_off+0200	hor_shift	250	12	400	0.15	0.02	0.0									200					
sh_L0250_k12_n0200_off+0300	hor_shift	250	12	400	0.15	0.02	0.0									300					
sh_L0250_k12_n0500_off-0050	hor_shift	250	12	1000	0.15	0.02	0.0									-50					
sh_L0250_k12_n0500_off-0025	hor_shift	250	12	1000	0.15	0.02	0.0									-25					
sh_L0250_k12_n0500_off-0010	hor_shift	250	12	1000	0.15	0.02	0.0									-10					
sh_L0250_k12_n0500_off+0010	hor_shift	250	12	1000	0.15	0.02	0.0									10					
sh_L0250_k12_n0500_off+0025	hor_shift	250	12	1000	0.15	0.02	0.0									25					
sh_L0250_k12_n0500_off+0050	hor_shift	250	12	1000	0.15	0.02	0.0									50					
sh_L0250_k12_n0500_off+0100	hor_shift	250	12	1000	0.15	0.02	0.0									100					
sh_L0250_k12_n0500_off+0150	hor_shift	250	12	1000	0.15	0.02	0.0									150					
sh_L0250_k12_n0500_off+0200	hor_shift	250	12	1000	0.15	0.02	0.0									200					
sh_L0250_k12_n0500_off+0300	hor_shift	250	12	1000	0.15	0.02	0.0									300					
in_random_L00500_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				random	500									
in_random_L00500_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				random	500									
in_random_L00500_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				random	500									
in_random_L00500_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				random	500									
in_random_L00500_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				random	500									
in_random_L02000_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				random	2000									
in_random_L02000_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				random	2000									
in_random_L02000_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				random	2000									
in_random_L02000_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				random	2000									
in_random_L02000_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				random	2000									
in_random_L05000_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				random	5000									
in_random_L05000_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				random	5000									
in_random_L05000_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				random	5000									
in_random_L05000_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				random	5000									
in_random_L05000_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				random	5000									
in_random_L10000_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				random	10000									
in_random_L10000_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				random	10000									
in_random_L10000_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				random	10000									
in_random_L10000_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				random	10000									
in_random_L10000_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				random	10000									
in_AT_rich_L00500_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				AT_rich	500									
in_AT_rich_L00500_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				AT_rich	500									
in_AT_rich_L00500_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				AT_rich	500									
in_AT_rich_L00500_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				AT_rich	500									
in_AT_rich_L00500_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				AT_rich	500									
in_AT_rich_L02000_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				AT_rich	2000									
in_AT_rich_L02000_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				AT_rich	2000									
in_AT_rich_L02000_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				AT_rich	2000									
in_AT_rich_L02000_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				AT_rich	2000									
in_AT_rich_L02000_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				AT_rich	2000									
in_AT_rich_L05000_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				AT_rich	5000									
in_AT_rich_L05000_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				AT_rich	5000									
in_AT_rich_L05000_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				AT_rich	5000									
in_AT_rich_L05000_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				AT_rich	5000									
in_AT_rich_L05000_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				AT_rich	5000									
in_AT_rich_L10000_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				AT_rich	10000									
in_AT_rich_L10000_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				AT_rich	10000									
in_AT_rich_L10000_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				AT_rich	10000									
in_AT_rich_L10000_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				AT_rich	10000									
in_AT_rich_L10000_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				AT_rich	10000									
in_GC_rich_L00500_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				GC_rich	500									
in_GC_rich_L00500_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				GC_rich	500									
in_GC_rich_L00500_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				GC_rich	500									
in_GC_rich_L00500_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				GC_rich	500									
in_GC_rich_L00500_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				GC_rich	500									
in_GC_rich_L02000_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				GC_rich	2000									
in_GC_rich_L02000_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				GC_rich	2000									
in_GC_rich_L02000_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				GC_rich	2000									
in_GC_rich_L02000_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				GC_rich	2000									
in_GC_rich_L02000_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				GC_rich	2000									
in_GC_rich_L05000_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				GC_rich	5000									
in_GC_rich_L05000_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				GC_rich	5000									
in_GC_rich_L05000_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				GC_rich	5000									
in_GC_rich_L05000_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				GC_rich	5000									
in_GC_rich_L05000_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				GC_rich	5000									
in_GC_rich_L10000_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				GC_rich	10000									
in_GC_rich_L10000_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				GC_rich	10000									
in_GC_rich_L10000_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				GC_rich	10000									
in_GC_rich_L10000_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				GC_rich	10000									
in_GC_rich_L10000_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				GC_rich	10000									
in_retro_like_L00500_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				retro_like	500									
in_retro_like_L00500_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				retro_like	500									
in_retro_like_L00500_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				retro_like	500									
in_retro_like_L00500_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				retro_like	500									
in_retro_like_L00500_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				retro_like	500									
in_retro_like_L02000_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				retro_like	2000									
in_retro_like_L02000_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				retro_like	2000									
in_retro_like_L02000_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				retro_like	2000									
in_retro_like_L02000_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				retro_like	2000									
in_retro_like_L02000_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				retro_like	2000									
in_retro_like_L05000_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				retro_like	5000									
in_retro_like_L05000_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				retro_like	5000									
in_retro_like_L05000_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				retro_like	5000									
in_retro_like_L05000_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				retro_like	5000									
in_retro_like_L05000_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				retro_like	5000									
in_retro_like_L10000_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				retro_like	10000									
in_retro_like_L10000_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				retro_like	10000									
in_retro_like_L10000_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				retro_like	10000									
in_retro_like_L10000_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				retro_like	10000									
in_retro_like_L10000_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				retro_like	10000									
in_segdup_like_L00500_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				segdup_like	500									
in_segdup_like_L00500_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				segdup_like	500									
in_segdup_like_L00500_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				segdup_like	500									
in_segdup_like_L00500_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				segdup_like	500									
in_segdup_like_L00500_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				segdup_like	500									
in_segdup_like_L02000_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				segdup_like	2000									
in_segdup_like_L02000_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				segdup_like	2000									
in_segdup_like_L02000_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				segdup_like	2000									
in_segdup_like_L02000_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				segdup_like	2000									
in_segdup_like_L02000_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				segdup_like	2000									
in_segdup_like_L05000_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				segdup_like	5000									
in_segdup_like_L05000_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				segdup_like	5000									
in_segdup_like_L05000_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				segdup_like	5000									
in_segdup_like_L05000_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				segdup_like	5000									
in_segdup_like_L05000_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				segdup_like	5000									
in_segdup_like_L10000_n0025	hor_insertion	171	12	50	0.15	0.02	0.0				segdup_like	10000									
in_segdup_like_L10000_n0050	hor_insertion	171	12	100	0.15	0.02	0.0				segdup_like	10000									
in_segdup_like_L10000_n0100	hor_insertion	171	12	200	0.15	0.02	0.0				segdup_like	10000									
in_segdup_like_L10000_n0200	hor_insertion	171	12	400	0.15	0.02	0.0				segdup_like	10000									
in_segdup_like_L10000_n0500	hor_insertion	171	12	1000	0.15	0.02	0.0				segdup_like	10000									
ev_HY_ac010_s01_src1-2	hor_event_hybrid	171	12	200	0.2	0.02	0.0	10	HYBRID								1	1,2			
ev_HY_ac010_s01_src3-4	hor_event_hybrid	171	12	200	0.2	0.02	0.0	10	HYBRID								1	3,4			
ev_HY_ac010_s03_src1-2	hor_event_hybrid	171	12	200	0.2	0.02	0.0	10	HYBRID								3	1,2			
ev_HY_ac010_s03_src3-4	hor_event_hybrid	171	12	200	0.2	0.02	0.0	10	HYBRID								3	3,4			
ev_HY_ac010_s06_src1-2	hor_event_hybrid	171	12	200	0.2	0.02	0.0	10	HYBRID								6	1,2			
ev_HY_ac010_s06_src3-4	hor_event_hybrid	171	12	200	0.2	0.02	0.0	10	HYBRID								6	3,4			
ev_HY_ac010_s08_src1-2	hor_event_hybrid	171	12	200	0.2	0.02	0.0	10	HYBRID								8	1,2			
ev_HY_ac010_s08_src3-4	hor_event_hybrid	171	12	200	0.2	0.02	0.0	10	HYBRID								8	3,4			
ev_HY_ac010_s11_src1-2	hor_event_hybrid	171	12	200	0.2	0.02	0.0	10	HYBRID								11	1,2			
ev_HY_ac010_s11_src3-4	hor_event_hybrid	171	12	200	0.2	0.02	0.0	10	HYBRID								11	3,4			
ev_HY_ac050_s01_src1-2	hor_event_hybrid	171	12	200	0.2	0.02	0.0	50	HYBRID								1	1,2			
ev_HY_ac050_s01_src3-4	hor_event_hybrid	171	12	200	0.2	0.02	0.0	50	HYBRID								1	3,4			
ev_HY_ac050_s03_src1-2	hor_event_hybrid	171	12	200	0.2	0.02	0.0	50	HYBRID								3	1,2			
ev_HY_ac050_s03_src3-4	hor_event_hybrid	171	12	200	0.2	0.02	0.0	50	HYBRID								3	3,4			
ev_HY_ac050_s06_src1-2	hor_event_hybrid	171	12	200	0.2	0.02	0.0	50	HYBRID								6	1,2			
